keyword_a,keyword_b,weight
"estrus detection","sensitivity and specificity",1
"milk/chemistry","multivariate analysis",1
"milk/chemistry","reproduction",1
"milk/chemistry","sensitivity and specificity",2
"multivariate analysis","reproduction",1
"multivariate analysis","sensitivity and specificity",1
"reproduction","sensitivity and specificity",2
"in vitro fermentation","methane",3
"agriculture/methods","climate resilience",7
"agriculture/methods","conservation of natural resources/methods",5
"agriculture/methods","ecosystem",5
"agriculture/methods","ecosystem services",2
"agriculture/methods","food security",3
"climate resilience","conservation of natural resources/methods",3
"climate resilience","ecosystem services",1
"climate resilience","food security",8
"conservation of natural resources/methods","ecosystem",10
"conservation of natural resources/methods","ecosystem services",1
"conservation of natural resources/methods","food security",1
"ecosystem","ecosystem services",2
"ecosystem","food security",2
"ecosystem services","food security",1
"animals","animals, newborn",5
"animals","pregnancy",42
"animals, newborn","pregnancy",2
"animals, newborn","sheep",2
"animals, newborn","time factors",1
"pregnancy","sheep",4
"pregnancy","time factors",5
"sheep","time factors",5
"accelerometer","animals",6
"accelerometer","behavior",1
"accelerometer","behavior, animal",3
"accelerometer","cattle",5
"accelerometer","dairy cow",1
"accelerometer","dairying",1
"accelerometer","housing, animal",1
"accelerometer","reproducibility of results",1
"accelerometer","video recording",1
"animals","housing, animal",29
"animals","reproducibility of results",8
"animals","video recording",6
"behavior","dairying",2
"behavior","housing, animal",2
"behavior","reproducibility of results",1
"behavior","video recording",2
"behavior, animal","dairying",2
"behavior, animal","housing, animal",5
"behavior, animal","reproducibility of results",2
"behavior, animal","video recording",2
"cattle","housing, animal",7
"cattle","reproducibility of results",2
"cattle","video recording",1
"dairy cow","dairying",11
"dairy cow","housing, animal",3
"dairy cow","reproducibility of results",1
"dairy cow","video recording",1
"dairying","housing, animal",3
"dairying","reproducibility of results",1
"dairying","video recording",1
"housing, animal","reproducibility of results",1
"housing, animal","video recording",3
"reproducibility of results","video recording",1
"climate resilience","genetic variation",2
"climate resilience","grassland",7
"climate resilience","selection, genetic",1
"climate resilience","time factors",1
"genetic variation","grassland",1
"genetic variation","selection, genetic",2
"genetic variation","time factors",2
"grassland","selection, genetic",1
"grassland","time factors",1
"selection, genetic","time factors",1
"animals","sheep/genetics",11
"polymorphism, single nucleotide","sheep/genetics",3
"carbon/analysis","conservation of natural resources",2
"carbon/analysis","ecosystem",2
"carbon/analysis","environmental monitoring/methods",2
"carbon/analysis","forests",1
"carbon/analysis","pakistan",1
"conservation of natural resources","environmental monitoring/methods",10
"conservation of natural resources","forests",16
"conservation of natural resources","pakistan",2
"ecosystem","environmental monitoring/methods",6
"ecosystem","forests",9
"ecosystem","pakistan",3
"environmental monitoring/methods","forests",5
"environmental monitoring/methods","pakistan",1
"forests","pakistan",2
"methane","microbiota",1
"methane","polyphenols",2
"methane","sheep",2
"microbiota","polyphenols",1
"microbiota","sheep",1
"polyphenols","sheep",1
"emissions","environment",1
"emissions","environmental impact",1
"emissions","performance",1
"emissions","sustainable development",1
"environment","environmental impact",3
"environment","performance",1
"environment","sustainable development",6
"environmental impact","performance",1
"environmental impact","sustainable development",2
"performance","sustainable development",1
"conservation of natural resources","models, theoretical",6
"calcium","metabolism",1
"calcium","phosphorus",2
"metabolism","phosphorus",1
"adult","species specificity",1
"animals","species specificity",7
"middle aged","species specificity",1
"animal welfare","cattle diseases/diagnosis",2
"animal welfare","dairy cows",3
"animal welfare","dairying/economics",4
"animal welfare","farmers",5
"animal welfare","lameness",1
"animal welfare","lameness, animal/diagnosis",2
"animal welfare","perception",3
"animal welfare","technology",4
"animals","dairy cows",8
"animals","perception",5
"cattle","dairy cows",4
"cattle","farmers",6
"cattle","perception",3
"cattle","technology",8
"cattle diseases/diagnosis","dairy cows",1
"cattle diseases/diagnosis","dairying/economics",3
"cattle diseases/diagnosis","farmers",1
"cattle diseases/diagnosis","perception",1
"cattle diseases/diagnosis","technology",1
"dairy cows","dairying/economics",1
"dairy cows","farmers",1
"dairy cows","lameness",2
"dairy cows","lameness, animal/diagnosis",1
"dairy cows","perception",1
"dairy cows","technology",1
"dairying/economics","farmers",1
"dairying/economics","lameness, animal/diagnosis",2
"dairying/economics","perception",1
"dairying/economics","technology",2
"farmers","lameness",2
"farmers","lameness, animal/diagnosis",1
"farmers","perception",2
"lameness","perception",1
"lameness","technology",1
"lameness, animal/diagnosis","perception",1
"lameness, animal/diagnosis","technology",1
"perception","technology",1
"abattoirs","animal welfare",2
"abattoirs","animals",5
"abattoirs","chickens/physiology",1
"abattoirs","poultry",1
"abattoirs","video recording",1
"abattoirs","welfare",2
"animal welfare","chickens/physiology",8
"animal welfare","poultry",5
"animal welfare","video recording",1
"animal welfare","welfare",10
"animals","welfare",16
"chickens/physiology","video recording",3
"chickens/physiology","welfare",3
"poultry","video recording",3
"poultry","welfare",4
"video recording","welfare",1
"animal welfare","behavior, animal",5
"animal welfare","swine/physiology",2
"animals","swine/physiology",11
"behavior, animal","swine/physiology",2
"animals","disease resistance/genetics",4
"animals","gene expression profiling",6
"animals","genotype",14
"animals","transcriptome",16
"animals","transcriptomics",5
"disease resistance/genetics","gene expression profiling",1
"disease resistance/genetics","genotype",2
"disease resistance/genetics","herbivory",1
"disease resistance/genetics","reproducibility of results",1
"disease resistance/genetics","transcriptome",1
"disease resistance/genetics","transcriptomics",1
"gene expression profiling","genotype",1
"gene expression profiling","herbivory",1
"gene expression profiling","reproducibility of results",1
"gene expression profiling","transcriptome",2
"gene expression profiling","transcriptomics",1
"genotype","herbivory",1
"genotype","reproducibility of results",1
"genotype","transcriptome",2
"genotype","transcriptomics",1
"herbivory","reproducibility of results",1
"herbivory","transcriptome",1
"herbivory","transcriptomics",1
"reproducibility of results","transcriptome",1
"reproducibility of results","transcriptomics",1
"transcriptome","transcriptomics",4
"air pollutants/analysis","animals",9
"air pollutants/analysis","dairying",2
"air pollutants/analysis","emission",1
"air pollutants/analysis","environmental monitoring",5
"air pollutants/analysis","manure",2
"air pollutants/analysis","manure/analysis",2
"air pollutants/analysis","methane",2
"air pollutants/analysis","methane/analysis",2
"air pollutants/analysis","seasons",4
"air pollutants/analysis","united states",1
"animals","emission",2
"animals","environmental monitoring",9
"animals","manure",8
"dairying","emission",1
"dairying","environmental monitoring",2
"dairying","manure",1
"dairying","manure/analysis",2
"dairying","methane",3
"dairying","methane/analysis",3
"dairying","seasons",4
"dairying","united states",1
"emission","environmental monitoring",1
"emission","manure",1
"emission","manure/analysis",1
"emission","methane",2
"emission","methane/analysis",1
"emission","seasons",1
"emission","united states",1
"environmental monitoring","manure",3
"environmental monitoring","manure/analysis",1
"environmental monitoring","methane",3
"environmental monitoring","methane/analysis",2
"environmental monitoring","seasons",3
"environmental monitoring","united states",2
"manure","manure/analysis",1
"manure","methane",2
"manure","methane/analysis",1
"manure","seasons",2
"manure","united states",1
"manure/analysis","methane",2
"manure/analysis","methane/analysis",2
"manure/analysis","seasons",2
"manure/analysis","united states",1
"methane","methane/analysis",3
"methane","seasons",2
"methane","united states",1
"methane/analysis","seasons",3
"methane/analysis","united states",1
"seasons","united states",1
"animals","aquaculture",6
"animals","gene editing",1
"aquaculture","gene editing",1
"animals","automatic milking system",4
"animals","environment",31
"animals","milk/metabolism",39
"automatic milking system","cattle/metabolism",1
"automatic milking system","dairying/methods",2
"automatic milking system","diet/veterinary",1
"automatic milking system","eating",1
"automatic milking system","environment",1
"automatic milking system","lactation/physiology",1
"automatic milking system","milk/metabolism",2
"automatic milking system","rumen/metabolism",1
"automatic milking system","seasons",2
"cattle/metabolism","diet/veterinary",8
"cattle/metabolism","eating",2
"cattle/metabolism","environment",3
"cattle/metabolism","milk/metabolism",2
"cattle/metabolism","rumen/metabolism",4
"cattle/metabolism","seasons",1
"dairying/methods","diet/veterinary",8
"dairying/methods","eating",1
"dairying/methods","environment",2
"dairying/methods","lactation/physiology",6
"dairying/methods","milk/metabolism",5
"dairying/methods","rumen/metabolism",1
"dairying/methods","seasons",3
"diet/veterinary","environment",5
"diet/veterinary","milk/metabolism",13
"diet/veterinary","seasons",2
"eating","environment",2
"eating","milk/metabolism",4
"eating","rumen/metabolism",3
"eating","seasons",1
"environment","lactation/physiology",1
"environment","milk/metabolism",2
"environment","rumen/metabolism",1
"environment","seasons",1
"lactation/physiology","milk/metabolism",8
"lactation/physiology","rumen/metabolism",2
"lactation/physiology","seasons",1
"milk/metabolism","rumen/metabolism",7
"milk/metabolism","seasons",1
"rumen/metabolism","seasons",1
"dairy cow","metritis",2
"dairy cow","plf",3
"machine learning","metritis",1
"machine learning","plf",11
"metritis","plf",1
"animals","body temperature",5
"animals","bos taurus",4
"animals","heart rate",5
"animals","hot temperature",18
"animals","stress, physiological",7
"body temperature","bos taurus",2
"body temperature","cattle/physiology",2
"body temperature","eating",2
"body temperature","heart rate",2
"body temperature","hot temperature",2
"body temperature","random allocation",2
"body temperature","stress, physiological",1
"bos taurus","cattle/physiology",1
"bos taurus","eating",1
"bos taurus","heart rate",2
"bos taurus","hot temperature",2
"bos taurus","random allocation",1
"bos taurus","stress, physiological",1
"cattle/physiology","heart rate",2
"cattle/physiology","hot temperature",3
"cattle/physiology","random allocation",1
"cattle/physiology","stress, physiological",1
"eating","heart rate",1
"eating","hot temperature",1
"eating","random allocation",1
"eating","stress, physiological",1
"heart rate","hot temperature",2
"heart rate","random allocation",1
"heart rate","stress, physiological",1
"hot temperature","random allocation",2
"hot temperature","stress, physiological",1
"random allocation","stress, physiological",1
"animals","diet",10
"animals","gut health",2
"diet","gut health",2
"animals","avian influenza",6
"animals","biosecurity",4
